ID,English,Japanese,Chinese,German,Spanish,Russian,Korean,Arabic
5000300,Oathseeker Knight Greaves,誓約騎士の足甲,誓约骑士腿甲,Eidesuchender Ritterbeinschutz,Grebas de Juramentista,Поножи рыцаря Клятвы,서약기사의 각반,درﻋﺎ اﻟﻔﺎرس اﻟﺑﺎﺣﺙ ﻋﻥ اﻟﺣﻠﻑ
5002100,Oathseeker Knight Armor,誓約騎士の鎧,誓约骑士铠甲,Eidesuchender Ritterrüstung,Armadura de Juramentista (modificada),Доспех рыцаря Клятвы (измен.),서약기사의 갑옷,واﻗﻲ اﻟﻔﺎرس اﻟﺑﺎﺣﺙ ﻋﻥ اﻟﺣﻠﻑ
5010000,Verdigris Helm,緑青の兜,铜绿头盔,Grünspan-Helm,Yelmo de cardenillo,Шлем из зелёной меди,녹청 투구,ﺧﻭذة اﻟﺯﻧﺟﺎر
5010100,Verdigris Armor,緑青の鎧,铜绿铠甲,Grünspan-Rüstung,Armadura de cardenillo,Доспех из зелёной меди,녹청 갑옷,واﻗﻲ اﻟﺯﻧﺟﺎر
5010200,Verdigris Gauntlets,緑青の手甲,铜绿臂甲,Grünspan-Stulpen,Guanteletes de cardenillo,Перчатки из зелёной меди,녹청 장갑,ﻗﻔﺎزات اﻟﺯﻧﺟﺎر اﻟﻭاﻗﻳﺔ
5010300,Verdigris Greaves,緑青の足甲,铜绿腿甲,Grünspan-Beinschutz,Grebas de cardenillo,Поножи из зелёной меди,녹청 각반,درﻋﺎ ﺳﺎق اﻟﺯﻧﺟﺎر اﻟﻭاﻗﻳﺗﺎن
5020000,Pelt of Ralva,ラルバの毛皮,拉鲁瓦毛皮,Ralvas Pelz,Cuero de Ralva,Шкура Ральва,랄바의 모피,ﻓﺭاء ﻣﺳﻠﻭخ
5020100,Iron Rivet Armor,鉄鋲の胴衣,铁铆钉上衣,Eisennieten Rüstung,Armadura de remaches de hierro,Шлем с железными заклёпками,철 못 갑옷,واﻗﻲ ﻣﺳﻣﺎر ﺣﺩﻳﺩي 
5020200,Iron Rivet Gauntlets,鉄鋲の手甲,铁铆钉臂甲,Eisennieten Stulpen,Guanteletes de remaches de hierro,Перчатки с железными заклёпками,철 못 장갑,ﻗﻔﺎزات ﻣﺳﻣﺎر ﺣﺩﻳﺩي 
5020300,Iron Rivet Greaves,鉄鋲の足甲,铁铆钉腿甲,Eisennieten Beinschutz,Grebas de remaches de hierro,Поножи с железными заклёпками,철 못 각반,درﻋﺎ ﺳﺎق ﻣﺳﻣﺎر ﺣﺩﻳﺩي
5021000,Fang Helm,牙の兜,狮牙头盔,Fang Helm,Yelmo de colmillo,Клыкастый шлем,엄니 투구,ﺧﻭذة اﻟﻧﺎب
5030000,Thiollier's Mask,ティエリエの仮面,休里耶面具,Thiolliers Maske,Máscara de Thiollier,Маска Тиолье,티에리에의 가면,ﻗﻧﺎع ﺛﻳﻭﻟﻳﻳﻪ
5030100,Thiollier's Garb,ティエリエの装束,休里耶上衣,Thiolliers Gewand,Vestimenta de Thiollier,Одеяние Тиолье,티에리에의 옷,زي ﺛﻳﻭﻟﻳﻳﻪ
5030200,Thiollier's Gloves,ティエリエの長手袋,休里耶长手套,Thiolliers Handschuhe,Guantes de Thiollier,Перчатки Тиолье,티에리에의 긴 장갑,ﻗﻔﺎزات ﺛﻳﻭﻟﻳﻳﻪ
5030300,Thiollier's Trousers,ティエリエのズボン,休里耶长裤,Thiolliers Hose,Pantalones de Thiollier,Штаны Тиолье,티에리에의 바지,ﺳﺭوال ﺛﻳﻭﻟﻳﻳﻪ
5031100,Thiollier's Garb (Altered),ティエリエの装束（軽装）,休里耶上衣（轻装）,Thiolliers Gewand (Geänd.),Vestimenta de Thiollier (modificada),Одеяние Тиолье (измен.),티에리에의 옷(경장),زي ﺛﻳﻭﻟﻳﻳﻪ (ﻣُﻌﺩَل)
5060000,High Priest Hat,大司祭の帽子,大祭司帽子,Hohepriester-Hut,Sombrero del Sumo Sacerdote,Шляпа первосвященника,대사제의 모자,ﻗﺑﻌﺔ اﻟﻛﺎﻫﻥ اﻷﻛﺑﺭ
5060100,High Priest Robe,大司祭の長衣,大祭司长袍,Hohepriester-Robe,Túnica del Sumo Sacerdote,Одеяние первосвященника,대사제의 긴 옷,رداء اﻟﻛﺎﻫﻥ اﻷﻛﺑﺭ
5060200,High Priest Gloves,大司祭の長手袋,大祭司长手套,Hohepriester-Handschuhe,Guantes del Sumo Sacerdote,Перчатки первосвященника,대사제의 긴 장갑,ﻗﻔﺎزات اﻟﻛﺎﻫﻥ اﻷﻛﺑﺭ
5060300,High Priest Undergarments,大司祭の下穿き,大祭司衬裤,Hohepriester-Untergewand,Ropa interior del Sumo Sacerdote,Исподнее первосвященника,대사제의 속바지,ﻣﻼﺑﺱ اﻟﻛﺎﻫﻥ اﻷﻛﺑﺭ اﻟﺗﺣﺗﻳﺔ
5062100,Finger Robe,指の長衣,指头长袍,Fingerrobe,Túnica de Dedos,Одеяние Пальца,손가락의 긴 옷,رداء اﻹﺻﺑﻊ
5070000,Caterpillar Mask,毛蟲の仮面,毛虫面具,Raupenmaske,Máscara de orugas,Маска из гусениц,털벌레 가면,ﻗﻧﺎع اﻟﺩود
5070100,Braided Cord Robe,編み縄のローブ,编绳长袍,Geflochtene Cord-Robe,Túnica de cordón trenzado,Одеяние с плетёным поясом,엮은 밧줄 로브,رداء اﻟﺣﺑﻝ اﻟﻣﺟﺩول
5070200,Braided Arm Wraps,縄の腕帯,编绳腕套,Geflochtene Armwickel,Envolturas trenzadas para los brazos,Плетёные нарукавники,밧줄 팔띠,ﻟﻔﺎﻓﺎت ذراع ﻣﺟﺩوﻟﺔ
5070300,Soiled Loincloth,薄汚れたふんどし,破旧兜裆布,Beschmutzter Lendenschurz,Taparrabos sucio,Грязная набедренная повязка,꾀죄죄한 속옷,اﻟﻣﺋﺯر اﻟﻣﺗﺳﺦ
5080000,Dancer's Hood,踊り子のフード,舞娘风帽,Kapuze einer Tänzerin,Capucha de bailarín,Капюшон танцора,무희의 후드,ﻏﻁﺎء رأس اﻟﺭاﻗﺻﺔ
5080100,Dancer's Dress,踊り子のドレス,舞娘连身裙,Kleid einer Tänzerin,Vestido de bailarín,Одеяние танцора,무희의 드레스,ﻓﺳﺗﺎن اﻟﺭاﻗﺻﺔ
5080200,Dancer's Bracer,踊り子の手甲,舞娘臂甲,Armschutz einer Tänzerin,Brazal de bailarín,Наручи танцора,무희의 장갑,واﻗﻲ ذراع اﻟﺭاﻗﺻﺔ
5080300,Dancer's Trousers,踊り子のズボン,舞娘长裤,Hose einer Tänzerin,Pantalones de bailarín,Штаны танцора,무희의 바지,ﺳﺭوال اﻟﺭاﻗﺻﺔ
5081100,Dancer's Dress (Altered),踊り子のドレス（軽装）,舞娘连身裙（轻装）,Kleid einer Tänzerin (Geänd.),Vestido de bailarín (modificado),Одеяние танцора (измен.),무희의 드레스(경장),ﻓﺳﺗﺎن اﻟﺭاﻗﺻﺔ (ﻣُﻌﺩَل)
5090000,Helm of Night,夜の兜,黑夜头盔,Helm der Nacht,Yelmo de la Noche,Шлем ночи,밤의 투구,ﺧﻭذة اﻟﻠﻳﻝ
5090100,Armor of Night,夜の鎧,黑夜铠甲,Rüstung der Nacht,Armadura de la Noche,Доспех ночи,밤의 갑옷,واﻗﻲ اﻟﻠﻳﻝ
5090200,Gauntlets of Night,夜の手甲,黑夜臂甲,Stulpen der Nacht,Guanteletes de la Noche,Перчатки ночи,밤의 장갑,ﻗﻔﺎزات اﻟﻠﻳﻝ اﻟﻭاﻗﻳﺔ
5090300,Greaves of Night,夜の足甲,黑夜腿甲,Beinschutz der Nacht,Grebas de la Noche,Поножи ночи,밤의 각반,درﻋﺎ ﺳﺎق اﻟﻠﻳﻝ
5100000,Igon's Helm,エーゴンの兜,埃贡头盔,Igons Helm,Yelmo de Igon,Шлем Игона,에이곤의 투구,ﺧﻭذة إﻳﻐﻭن
5100100,Igon's Armor,エーゴンの鎧,埃贡铠甲,Igons Rüstung,Armadura de Igon,Доспех Игона,에이곤의 갑옷,واﻗﻲ إﻳﻐﻭن
5100200,Igon's Gauntlets,エーゴンの手甲,埃贡臂甲,Igons Stulpen,Guanteletes de Igon,Перчатки Игона,에이곤의 장갑,ﻗﻔﺎزات إﻳﻐﻭن
5100300,Igon's Loincloth,エーゴンの腰布,埃贡腰巾,Igons Lendenschurz,Taparrabos de Igon,Набедренная повязка Игона,에이곤의 허리끈,ﻣﺋﺯر إﻳﻐﻭن
5101000,Igon's Helm (Altered),エーゴンの兜（軽装）,埃贡头盔（轻装）,Igons Helm (Geänd.),Yelmo de Igon (modificado),Шлем Игона (измен.),에이곤의 투구(경장),ﺧﻭذة إﻳﻐﻭن (ﻣُﻌﺩَﻟﺔ)
5101100,Igon's Armor (Altered),エーゴンの鎧（軽装）,埃贡铠甲（轻装）,Igons Rüstung (Geänd.),Armadura de Igon (modificada),Доспех Игона (измен.),에이곤의 갑옷(경장),واﻗﻲ إﻳﻐﻭن (ﻣُﻌﺩَل)
5110000,Wise Man's Mask,老賢の仮面,老贤者面具,Maske des Weisen,Máscara del hombre sabio,Маска мудреца,늙은 현자의 가면,ﻗﻧﺎع اﻟﺭﺟﻝ اﻟﺣﻛﻳﻡ
5110100,Ansbach's Attire,アンスバッハの装束,安帕赫上衣,Ansbachs Kleidung,Atavío de Ansbach,Одеяние Ансбаха,안스바흐의 옷,ﺛﻭب آﻧﺳﺑﺎخ
5110200,Ansbach's Manchettes,アンスバッハの腕帯,安帕赫腕套,Ansbachs Manschetten,Mangas de Ansbach,Нарукавники Ансбаха,안스바흐의 팔띠,ﻟﻔﺎﺋﻑ ذراع آﻧﺳﺑﺎخ
5110300,Ansbach's Boots,アンスバッハのブーツ,安帕赫靴子,Ansbachs Stiefel,Botas de Ansbach,Обувь Ансбаха,안스바흐의 부츠,ﺣﺫاء آﻧﺳﺑﺎخ
5111100,Ansbach's Attire (Altered),アンスバッハの装束（軽装）,安帕赫上衣（轻装）,Ansbachs Kleidung (Geänd.),Atavío de Ansbach (modificado),Одеяние Ансбаха (измен.),안스바흐의 옷(경장),ﺛﻭب آﻧﺳﺑﺎخ (ﻣُﻌﺩَل)
5120000,Freyja's Helm,フレイヤの兜,弗蕾亚头盔,Freyjas Helm,Yelmo de Freyja,Шлем Фрейи,프레이야의 투구,ﺧﻭذة ﻓﺭﻳﺎ
5120100,Freyja's Armor,フレイヤの鎧,弗蕾亚铠甲,Freyjas Rüstung,Armadura de Freyja,Доспех Фрейи,프레이야의 갑옷,واﻗﻲ ﻓﺭﻳﺎ
5120200,Freyja's Gauntlets,フレイヤの手甲,弗蕾亚臂甲,Freyjas Stulpen,Guanteletes de Freyja,Перчатки Фрейи,프레이야의 장갑,ﻗﻔﺎزات ﻓﺭﻳﺎ اﻟﻭاﻗﻳﺔ
5120300,Freyja's Greaves,フレイヤの脛当て,弗蕾亚腿甲,Freyjas Beinschutz,Grebas de Freyja,Поножи Фрейи,프레이야의 정강이받이,درﻋﺎ ﺳﺎق ﻓﺭﻳﺎ
5121100,Freyja's Armor (Altered),フレイヤの鎧（軽装）,弗蕾亚铠甲（轻装）,Freyja Rüstung (Geänd.),Armadura de Freyja (modificada),Доспех Фрейи (измен.),프레이야의 갑옷(경장),واﻗﻲ ﻓﺭﻳﺎ (ﻣُﻌﺩَل)
5130000,Helm of Solitude,孤牢の兜,孤牢头盔,Helm der Einsamkeit,Yelmo de soledad,Шлем одиночества,고립 감옥의 투구,ﺧﻭذة اﻟﻌﺯﻟﺔ 
5130100,Armor of Solitude,孤牢の鎧,孤牢铠甲,Rüstung der Einsamkeit,Armadura de soledad,Доспех одиночества,고립 감옥의 갑옷,واﻗﻲ اﻟﻌﺯﻟﺔ 
5130200,Gauntlets of Solitude,孤牢の手甲,孤牢臂甲,Stulpen der Einsamkeit,Guanteletes de soledad,Перчатки одиночества,고립 감옥의 장갑,ﻗﻔﺎزات اﻟﻌﺯﻟﺔ اﻟﻭاﻗﻳﺔ
5130300,Greaves of Solitude,孤牢の足甲,孤牢腿甲,Beinschutz der Einsamkeit,Grebas de soledad,Поножи одиночества,고립 감옥의 각반,درع ﺳﺎق اﻟﻌﺯﻟﺔ 
5131100,Armor of Solitude (Altered),孤牢の鎧（軽装）,孤牢铠甲（轻装）,Rüstung der Einsamkeit (Geänd.),Armadura de soledad (modificada),Доспех одиночества (измен.),고립 감옥의 갑옷(경장),واﻗﻲ اﻟﻌﺯﻟﺔ (ﻣُﻌﺩَل)
5140000,Messmer Soldier Helm,メスメル兵の兜,梅瑟莫士兵头盔,Messmer-Soldatenhelm,Yelmo de soldado de Messmer,Шлем солдата Мессмера,메스메르 병사의 투구,ﺧﻭذة ﺟﻧﺩي ﻣﻳﺳﻣﺭ
5140100,Messmer Soldier Armor,メスメル兵の鎧,梅瑟莫士兵铠甲,Messmer-Soldatenrüstung,Armadura de soldado de Messmer,Доспех солдата Мессмера,메스메르 병사의 갑옷,واﻗﻲ ﺟﻧﺩي ﻣﻳﺳﻣﺭ
5140200,Messmer Soldier Gauntlets,メスメル兵の手甲,梅瑟莫士兵臂甲,Messmer-Soldatenstulpen,Guanteletes de soldado de Messmer,Перчатки солдата Мессмера,메스메르 병사의 장갑,ﻗﻔﺎزات ﺟﻧﺩي ﻣﻳﺳﻣﺭ اﻟﻭاﻗﻳﺔ
5140300,Messmer Soldier Greaves,メスメル兵の足甲,梅瑟莫士兵腿甲,Messmer-Soldatenbeinschutz,Grebas de soldado de Messmer,Поножи солдата Мессмера,메스메르 병사의 각반,درﻋﺎ ﺳﺎق ﺟﻧﺩي ﻣﻳﺳﻣﺭ
5141100,Messmer Soldier Armor (Altered),メスメル兵の鎧（軽装）,梅瑟莫士兵铠甲（轻装）,Messmer-Soldatenrüstung (Geänd.),Armadura de soldado de Messmer (modificada),Доспех солдата Мессмера (измен.),메스메르 병사의 갑옷(경장),واﻗﻲ ﺟﻧﺩي ﻣﻳﺳﻣﺭ (ﻣُﻌﺩَل)
5150000,Black Knight Helm,黒騎士の兜,黑骑士头盔,Helm der Schwarzen Ritter,Yelmo de Caballero Negro,Шлем Чёрного рыцаря,흑기사의 투구,ﺧﻭذة اﻟﻔﺎرس اﻷﺳﻭد
5150100,Black Knight Armor,黒騎士の鎧,黑骑士铠甲,Rüstung der Schwarzen Ritter,Armadura de Caballero Negro,Доспех Чёрного рыцаря,흑기사의 갑옷,واﻗﻲ اﻟﻔﺎرس اﻷﺳﻭد
5150200,Black Knight Gauntlets,黒騎士の手甲,黑骑士臂甲,Stulpen der Schwarzen Ritter,Guanteletes de Caballero Negro,Перчатки Чёрного рыцаря,흑기사의 장갑,ﻗﻔﺎزات اﻟﻔﺎرس اﻷﺳﻭد
5150300,Black Knight Greaves,黒騎士の足甲,黑骑士腿甲,Beinschutz der Schwarzen Ritter,Grebas de Caballero Negro,Поножи Чёрного рыцаря,흑기사의 각반,درﻋﺎ ﺳﺎق اﻟﻔﺎرس اﻷﺳﻭد
5160000,Rakshasa Helm,羅刹の兜,罗刹头盔,Rakshasa-Helm,Yelmo de rakshasa,Шлем Ракшасы,나찰의 투구,ﺧﻭذة راﻛﺷﺎﺳﺎ
5160100,Rakshasa Armor,羅刹の鎧,罗刹铠甲,Rakshasa-Rüstung,Armadura de rakshasa,Доспех Ракшасы,나찰의 갑옷,واﻗﻲ راﻛﺷﺎﺳﺎ
5160200,Rakshasa Gauntlets,羅刹の手甲,罗刹臂甲,Rakshasa-Stulpen,Guanteletes de rakshasa,Перчатки Ракшасы,나찰의 장갑,ﻗﻔﺎزات راﻛﺷﺎﺳﺎ اﻟﻭاﻗﻳﺔ
5160300,Rakshasa Greaves,羅刹の足甲,罗刹腿甲,Rakshasa-Beinschutz,Grebas de rakshasa,Поножи Ракшасы,나찰의 각반,درﻋﺎ ﺳﺎق راﻛﺷﺎﺳﺎ
5180000,Fire Knight Helm,火の騎士の兜,火焰骑士头盔,Feuerritter-Helm,Yelmo de caballero ígneo,Шлем Огненного рыцаря,불의 기사의 투구,ﺧﻭذة ﻓﺎرس اﻟﻧﺎر
5180100,Fire Knight Armor,火の騎士の鎧,火焰骑士铠甲,Feuerritter-Rüstung,Armadura de caballero ígneo,Доспех Огненного рыцаря,불의 기사의 갑옷,واﻗﻲ ﻓﺎرس اﻟﻧﺎر
5180200,Fire Knight Gauntlets,火の騎士の手甲,火焰骑士臂甲,Feuerritter-Stulpen,Guanteletes de caballero ígneo,Перчатки Огненного рыцаря,불의 기사의 장갑,ﻗﻔﺎزات ﻓﺎرس اﻟﻧﺎر اﻟﻭاﻗﻳﺔ
5180300,Fire Knight Greaves,火の騎士の足甲,火焰骑士腿甲,Feuerritter-Beinschutz,Grebas de caballero ígneo,Поножи Огненного рыцаря,불의 기사의 각반,درﻋﺎ ﺳﺎق ﻓﺎرس اﻟﻧﺎر
5181100,Fire Knight Armor (Altered),火の騎士の鎧（軽装）,火焰骑士铠甲（轻装）,Feuerritter-Rüstung (Geänd.),Armadura de caballero ígneo (modificada),Доспех Огненного рыцаря (измен.),불의 기사의 갑옷(경장),واﻗﻲ ﻓﺎرس اﻟﻧﺎر (ﻣُﻌﺩَل)
5182000,Death Mask Helm,死面の兜,死亡面具头盔,Todesmasken-Helm,Yelmo de máscaras de la muerte,Шлем из посмертных масок,죽은 얼굴 투구,ﺧﻭذة ﻗﻧﺎع اﻟﻣﻭت
5183000,Winged Serpent Helm,有翼蛇の兜,带翼蛇头盔,Geflügelter Schlangenhelm,Yelmo de la serpiente alada,Шлем с крылатым змеем,날개 달린 뱀 투구,ﺧﻭذة اﻷﻓﻌﻰ اﻟﻣﺟﻧﺣﺔ
5184000,Salza's Hood,ザルツァのフード,萨赞风帽,Salzas Kapuze,Capucha de Salza,Капюшон Зальцы,잘차의 후드,ﻏﻁﺎء رأس ﺳﺎﻟﺯا
5190000,Leather Headband,革の頭環,皮革头带,Lederstirnband,Cinta de cuero para la cabeza,Кожаная повязка,가죽 머리띠,ﻁﻭق رأس ﺟﻠﺩي
5190100,Gloried Attire,誉れの装束,荣誉上衣,Glorreiche Kleidung,Atavío glorioso,Прославленный наряд горца,영예의 옷,ﺛﻭب اﻟﻣﻣﺟﺩ
5190200,Leather Arm Wraps,革の腕帯,皮革腕套,Lederarmwickel,Envolturas de cuero para los brazos,Кожаные нарукавники,가죽 팔띠,ﻟﻔﺎﻓﺎت ذراع ﺟﻠﺩﻳﺔ
5190300,Leather Leg Wraps,革の脚絆,皮革绑腿,Lederbeinwickel,Envolturas de cuero para las piernas,Кожаные онучи,가죽 각반,ﻟﻔﺎﻓﺎت ﺳﺎق ﺟﻠﺩﻳﺔ
5191000,Leather Crown,革の兜,皮革头盔,Lederhelm,Corona de cuero,Кожаная корона,가죽 투구,ﺧﻭذة ﺟﻠﺩي
5191100,Highland Attire,高地の装束,高地上衣,Hochlandkleidung,Atavío de las Tierras Altas,Облачение горца,고지의 옷,ﺛﻭب اﻟﻣﺭﺗﻔﻌﺎت
5200000,Death Knight Helm,死の騎士の兜,死骑士头盔,Todesritter-Helm,Yelmo de los Caballeros de la Muerte,Шлем рыцаря Смерти,죽음 기사의 투구,ﺧﻭذة ﻓﺎرس اﻟﻣﻭت
5200100,Death Knight Armor,死の騎士の鎧,死骑士铠甲,Todesritter-Rüstung,Armadura de los Caballeros de la Muerte,Доспех рыцаря Смерти,죽음 기사의 갑옷,درع ﻓﺎرس اﻟﻣﻭت
5200200,Death Knight Gauntlets,死の騎士の手甲,死骑士臂甲,Todesritter-Stulpen,Guanteletes de los Caballeros de la Muerte,Перчатки рыцаря Смерти,죽음 기사의 장갑,ﻗﻔﺎزات ﻓﺎرس اﻟﻣﻭت
5200300,Death Knight Greaves,死の騎士の足甲,死骑士腿甲,Todesritter-Beinschutz,Grebas de los Caballeros de la Muerte,Поножи рыцаря Смерти,죽음 기사의 각반,درع ﺳﺎق ﻓﺎرس اﻟﻣﻭت
5210000,Curseblade Mask,呪剣士の仮面,咒剑士面具,Fluchklingen-Maske,Máscara de Filo Maldito,Маска Проклятого клинка,주검사의 가면,ﻗﻧﺎع اﻟﻣﺑﺎرز اﻟﻣﻠﻌﻭن
5210100,Ascetic's Loincloth,修験者の腰布,修行者腰巾,Kleidung des Asketen,Taparrabos de asceta,Набедренная повязка аскета,수행자의 허리끈,ﻣﺋﺯر اﻟﻧﺎﺳﻙ
5210200,Ascetic's Wrist Guards,修験者の腕輪,修行者手环,Handgelenksschütze der Asketen,Muñequeras de asceta,Браслеты аскета,수행자의 팔찌,واﻗﻳﺎت ﻣﻌﺻﻡ اﻟﻧﺎﺳﻙ
5210300,Ascetic's Ankle Guards,修験者の足輪,修行者脚环,Knöchelschützer der Asketen,Tobilleras de asceta,Онучи аскета,수행자의 발찌,واﻗﻳﺎت ﻛﺎﺣﻝ اﻟﻧﺎﺳﻙ
5220000,Messmer's Helm,メスメルの兜,梅瑟莫头盔,Messmers Helm,Yelmo de Messmer,Шлем Мессмера,메스메르의 투구,ﺧﻭذة ﻣﻳﺳﻣﺭ
5220100,Messmer's Armor,メスメルの鎧,梅瑟莫铠甲,Messmers Rüstung,Armadura de Messmer,Доспех Мессмера,메스메르의 갑옷,درع ﻣﻳﺳﻣﺭ
5220200,Messmer's Gauntlets,メスメルの手甲,梅瑟莫臂甲,Messmers Armschutz,Guanteletes de Messmer,Перчатки Мессмера,메스메르의 장갑,ﻗﻔﺎزات ﻣﻳﺳﻣﺭ
5220300,Messmer's Greaves,メスメルの足甲,梅瑟莫腿甲,Messmers Beinschutz,Grebas de Messmer,Поножи Мессмера,메스메르의 각반,درع ﺳﺎق ﻣﻳﺳﻣﺭ
5221000,Messmer's Helm (Altered),メスメルの兜（軽装）,梅瑟莫头盔（轻装）,Messmers Helm (Geänd.),Yelmo de Messmer (modificado),Шлем Мессмера (измен.),메스메르의 투구(경장),ﺧﻭذة ﻣﻳﺳﻣﺭ (ﻣُﻌﺩَﻟﺔ)
5230000,Gravebird Helm,墓守鳥の兜,守墓鸟头盔,Grabvogel-Helm,Yelmo de ave sepulcral,Шлем могильной птицы,묘지기 새의 투구,ﺧﻭذة ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة
5230100,Gravebird's Blackquill Armor,墓守鳥の黒羽鎧,守墓鸟黑羽铠甲,Schwarzfeder Grabvogel-Rüstung,Armadura de pluma negra de ave sepulcral,Доспех могильной птицы-чернокнижника,묘지기 새의 깃털 갑옷,درع ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة 
5230200,Gravebird Bracelets,墓守鳥の腕輪,守墓鸟手环,Grabvogel-Armreife,Brazaletes de ave sepulcral,Браслеты могильной птицы,묘지기 새의 팔찌,أﺳﺎور ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة
5230300,Gravebird Anklets,墓守鳥の足輪,守墓鸟脚环,Grabvogel-Fußreife,Tobilleras de ave sepulcral,Онучи могильной птицы,묘지기 새의 발찌,ﺧﻠﺧﺎل ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة
5231100,Gravebird Armor,墓守鳥の鎧,守墓鸟铠甲,Grabvogel-Rüstung,Armadura de ave sepulcral,Доспех могильной птицы,묘지기 새의 갑옷,درع ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة (ﻣُﻌﺩَل)
5240000,Common Soldier Helm,兵卒の兜,士兵头盔,Gewöhnlicher Soldatenhelm,Yelmo de soldado raso,Шлем простого солдата,졸병의 투구,ﺧﻭذة اﻟﺟﻧﺩي اﻟﻌﺎدﻳﺔ
5240100,Common Soldier Cloth Armor,兵卒の布鎧,士兵软铠甲,Gewöhnliche Soldatenstoffrüstung,Armadura de tela de soldado raso,Куртка простого солдата,졸병의 천 갑옷,درع ﻗﻣﺎﺷﻲ ﻟﻠﺟﻧﺩي ﻋﺎدي
5240200,Common Soldier Gauntlets,兵卒の手甲,士兵臂甲,Gewöhnliche Soldatenstulpen,Guanteletes de soldado raso,Перчатки простого солдата,졸병의 장갑,ﻗﻔﺎزات اﻟﺟﻧﺩي اﻟﻌﺎدﻳﺔ
5240300,Common Soldier Greaves,兵卒の足甲,士兵腿甲,Gewöhnlicher Soldatenbeinschutz,Grebas de soldado raso,Поножи простого солдата,졸병의 각반,درع ﺳﺎق اﻟﺟﻧﺩي ﻋﺎدي
5250000,Horned Warrior Helm,角の戦士の兜,角战士头盔,Hornkrieger-Helm,Yelmo de guerrero con cuernos,Шлем рогатого воина,뿔 전사의 투구,ﺧﻭذة ﻟﻠﻣﺣﺎرب ذي اﻟﻘﺭن
5250100,Horned Warrior Armor,角の戦士の鎧,角战士铠甲,Hornkrieger-Rüstung,Armadura de guerrero con cuernos,Доспех рогатого воина,뿔 전사의 갑옷,درع ﻟﻠﻣﺣﺎرب ذي اﻟﻘﺭن
