ID,English,Japanese,Chinese,German,Spanish,Russian,Korean,Arabic
409000,Ash of War: Blind Spot,戦灰「死角の一撃」,战灰：死角一击,Kriegsasche: Toter Winkel,Ceniza de guerra: Punto ciego,Пепел Войны: Слепая зона,전회 「사각에서의 일격」,رﻣﺎد اﻟﺣﺭب: اﻟﻧﻘﻁﺔ اﻟﻌﻣﻳﺎء
410000,Ash of War: Swift Slash,戦灰「速斬」,战灰：迅斩,Kriegsasche: Schneller Schnitt,Ceniza de guerra: Corte raudo,Пепел Войны: Быстрый удар,전회 「속참」,رﻣﺎد اﻟﺣﺭب: اﻟﺗﻣﺯﻳﻖ اﻟﺳﺭﻳﻊ
411000,Ash of War: Overhead Stance,戦灰「大上段」,战灰：大上段,Kriegsasche: Überkopf-Haltung,Ceniza de guerra: Postura elevada,Пепел Войны: Поднять оружие,전회 「대상단」,رﻣﺎد اﻟﺣﺭب: وﺿﻌﻳﺔ ﺗﻣﺯﻳﻖ ﻣﻥ اﻷﻋﻠﻰ
412000,Ash of War: Wing Stance,戦灰「片翼の構え」,战灰：单翼架式,Kriegsasche: Flügelhaltung,Ceniza de guerra: Postura de ala,Пепел Войны: Стойка вполоборота,전회 「편익의 자세」,رﻣﺎد اﻟﺣﺭب: وﺿﻌﻳﺔ اﻟﺟﻧﺎح
413000,Ash of War: Blinkbolt,戦灰「瞬雷」,战灰：瞬雷,Kriegsasche: Blitzbolzen,Ceniza de guerra: Rayo parpadeante,Пепел Войны: Вспышка молнии,전회 「순뢰」,رﻣﺎد اﻟﺣﺭب: ﺳﻬﻡ اﻟﺑﺭق اﻟﺻﻐﻳﺭ
414000,Ash of War: Flame Skewer,戦灰「火の串刺し」,战灰：火焰穿刺,Kriegsasche: Flammenspieß,Ceniza de guerra: Brocheta ígnea,Пепел Войны: Полыхающий вертел,전회 「불의 관통」,رﻣﺎد اﻟﺣﺭب: ﺳﻳﺦ اﻟﻠﻬﺏ
415000,Ash of War: Savage Lion's Claw,戦灰「猛獅子斬り」,战灰：勇猛狮子斩,Kriegsasche: Wilde Löwenkralle,Ceniza de guerra: Garra del león salvaje,Пепел Войны: Коготь свирепого льва,전회 「용맹한 사자 베기」,رﻣﺎد اﻟﺣﺭب: ﻣﺧﻠﺏ اﻷﺳﺩ اﻟﻭﺣﺷﻲ
416000,Ash of War: Divine Beast Frost Stomp,戦灰「神獣霜踏み」,战灰：神兽冻霜踏地,Kriegsasche: Göttliches Bestien-Froststampfen,Ceniza de guerra: Pisotón gélido de la Bestia Divina,Пепел Войны: Морозящий топот зверя,전회 「신수 서리 밟기」,رﻣﺎد اﻟﺣﺭب: ﺿﺭﺑﺔ أرض وﺣﺵ اﻟﺻﻘﻳﻊ اﻟﺳﻣﺎوي
417000,Ash of War: Flame Spear,戦灰「火の槍」,战灰：火焰枪,Kriegsasche: Flammenspeer,Ceniza de guerra: Lanza de fuego,Пепел Войны: Полыхающее копьё,전회 「불의 창」,رﻣﺎد اﻟﺣﺭب: رﻣﺢ اﻟﻠﻬﺏ
418000,Ash of War: Carian Sovereignty,戦灰「ロイヤル・カーリア」,战灰：尊矣卡利亚,Kriegsasche: Carianische Souveränität,Ceniza de guerra: Soberanía de Caria,Пепел Войны: Власть рода Кария,전회 「로얄 카리아」,رﻣﺎد اﻟﺣﺭب: ﺳﻳﺎدة ﻛﺎرﻳﺎ
419000,Ash of War: Shriek of Sorrow,戦灰「悲痛の叫び」,战灰：悲恸惨叫,Kriegsasche: Schrei des Kummers,Ceniza de guerra: Alarido de pena,Пепел Войны: Скорбный вопль,전회 「비통한 외침」,رﻣﺎد اﻟﺣﺭب: ﺻﺭﺧﺔ اﻷﻟﻡ
422000,Ash of War: Ghostflame Call,戦灰「霊炎呼び」,战灰：唤起灵火,Kriegsasche: Ruf der Geisterflamme,Ceniza de guerra: Invocación de llama espectral,Пепел Войны: Зов пламени смерти,전회 「영혼 불꽃 부르기」,رﻣﺎد اﻟﺣﺭب: ﻧﺩاء ﻟﻬﻳﺏ اﻟﺷﺑﺢ
505000,Ash of War: The Poison Flower Blooms Twice,戦灰「毒花は二度刺す」,战灰：双刺毒花,Kriegsasche: Die giftige Blume blüht zweimal,Ceniza de guerra: La flor venenosa brota dos veces,Пепел Войны: Бутон распускается дважды,전회 「독꽃은 두 번 찌른다」,رﻣﺎد اﻟﺣﺭب: زﻫﺭة اﻟﺳﻡ ﺗﺯﻫﺭ ﻣﺭﺗﻳﻥ
548000,Ash of War: Igon's Drake Hunt,戦灰「エーゴンの竜狩り」,战灰：埃贡的猎龙,Kriegsasche: Igons Drachlingjagd,Ceniza de guerra: Cacería dragontina de Igon,Пепел Войны: Охотник на драконов,전회 「에이곤의 용 사냥」,رﻣﺎد اﻟﺣﺭب: ﺻﻳﺩ ﺗﻧﻳﻥ إﻳﻐﻭن
800000,Ash of War: Shield Strike,戦灰「盾攻撃」,战灰：盾牌攻击,Kriegsasche: Schildangriff,Ceniza de guerra: Embestida de escudo,Пепел Войны: Атака щитом,전회 「방패 공격」,رﻣﺎد اﻟﺣﺭب: ﺿﺭﺑﺔ اﻟﺩرع
