ID,English,Japanese,Chinese,German,Spanish,Russian,Korean,Arabic
2550000,Sword of Light,ライトソード,光明剑,Schwert des Lichts,Espada de luz,Меч света,라이트 소드,ﺳﻳﻑ اﻟﺿﻭء
2560000,Sword of Darkness,ダークソード,黑暗剑,Schwert der Finsternis,Espada de oscuridad,Меч тьмы,다크 소드,ﺳﻳﻑ اﻟﻅﻼم
3500000,Sword Lance,ソードランス,剑型长矛,Schwertlanze,Espada-lanza,Меч-пика,소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﻁﻭﻳﻝ
3500100,Heavy Sword Lance,重厚なソードランス,厚重剑型长矛,Schwere Schwertlanze,Espada-lanza pesada,Тяжёлый меч-пика,중후한 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﺛﻘﻳﻝ
3500200,Keen Sword Lance,鋭利なソードランス,锋利剑型长矛,Solide Schwertlanze,Espada-lanza afilada,Острый меч-пика,예리한 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﺑﺎﺗﺭ
3500300,Quality Sword Lance,上質なソードランス,优质剑型长矛,Wertige Schwertlanze,Espada-lanza de calidad,Качественный меч-пика,상질의 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﻣﻣﻳﺯ
3500400,Fire Sword Lance,炎のソードランス,火焰剑型长矛,Feurige Schwertlanze,Espada-lanza de fuego,Огненный меч-пика,화염의 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﻧﺎري
3500500,Flame Art Sword Lance,炎術のソードランス,焰术剑型长矛,Flammende Schwertlanze,Espada-lanza de arte de llama,Пылающий меч-пика,화염술의 소드랜스,ﺳﻳﻑ أﺳﻠﻭب اﻟﻠﻬﺏ اﻟﺭﻣﺣﻲ
3500600,Lightning Sword Lance,雷のソードランス,雷电剑型长矛,Blitzende Schwertlanze,Espada-lanza de rayo,Громовой меч-пика,벼락의 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﺑﺭﻗﻲ
3500700,Sacred Sword Lance,神聖なソードランス,神圣剑型长矛,Heilige Schwertlanze,Espada-lanza sagrada,Священный меч-пика,신성한 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﻣﻘﺩس
3500800,Magic Sword Lance,魔力のソードランス,魔力剑型长矛,Magische Schwertlanze,Espada-lanza mágica,Зачарованный меч-пика,마력의 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﺳﺣﺭي
3500900,Cold Sword Lance,冷たいソードランス,寒冷剑型长矛,Eisige Schwertlanze,Espada-lanza de frío,Морозный меч-пика,차가운 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﺑﺎرد
3501000,Poison Sword Lance,毒のソードランス,毒剑型长矛,Giftige Schwertlanze,Espada-lanza venenosa,Отравленный меч-пика,독의 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﺳﺎم
3501100,Blood Sword Lance,血のソードランス,血剑型长矛,Blutige Schwertlanze,Espada-lanza de sangre,Кровавый меч-пика,피의 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﺩﻣﻭي
3501200,Occult Sword Lance,神秘のソードランス,神秘剑型长矛,Okkulte Schwertlanze,Espada-lanza oculta,Оккультный меч-пика,신비의 소드랜스,اﻟﺳﻳﻑ اﻟﺭﻣﺣﻲ اﻟﻐﺎﻣﺽ
3510000,Greatsword of Damnation,劫罰の大剣,永罚大剑,Großschwert der Verdammnis,Espadón del castigo,Двуручник проклятия,겁벌의 대검,ﺳﻳﻑ اﻟﺗﻌﺫﻳﺏ اﻟﻌﻅﻳﻡ
3520000,Lizard Greatsword,大トカゲの大剣,大蜥蜴大剑,Echsen-Großschwert,Espadón de lagarto,Двуручник ящера,큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ
3520100,Heavy Lizard Greatsword,重厚な大トカゲ大剣,厚重大蜥蜴大剑,Schweres Echsen-Großschwert,Espadón de lagarto pesado,Тяжёлый двуручник ящера,중후한 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﺛﻘﻳﻝ
3520200,Keen Lizard Greatsword,鋭利な大トカゲ大剣,锋利大蜥蜴大剑,Solides Echsen-Großschwert,Espadón de lagarto afilado,Острый двуручник ящера,예리한 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﺑﺎﺗﺭ
3520300,Quality Lizard Greatsword,上質な大トカゲ大剣,优质大蜥蜴大剑,Wertiges Echsen-Großschwert,Espadón de lagarto de calidad,Качественный двуручник ящера,상질의 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﻣﻣﻳﺯ
3520400,Fire Lizard Greatsword,炎の大トカゲ大剣,火焰大蜥蜴大剑,Feuriges Echsen-Großschwert,Espadón de lagarto de fuego,Огненный двуручник ящера,화염의 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﻧﺎري
3520500,Flame Art Lizard Greatsword,炎術の大トカゲ大剣,焰术大蜥蜴大剑,Flammendes Echsen-Großschwert,Espadón de lagarto de arte de llama,Пылающий двуручник ящера,화염술의 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﻣﻠﺗﻬﺏ
3520600,Lightning Lizard Greatsword,雷の大トカゲ大剣,雷电大蜥蜴大剑,Blitzendes Echsen-Großschwert,Espadón de lagarto de rayo,Громовой двуручник ящера,벼락의 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﻣﺿﻲء
3520700,Sacred Lizard Greatsword,神聖な大トカゲ大剣,神圣大蜥蜴大剑,Heiliges Echsen-Großschwert,Espadón de lagarto sagrado,Священный двуручник ящера,신성한 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﻣﻘﺩس
3520800,Magic Lizard Greatsword,魔力の大トカゲ大剣,魔力大蜥蜴大剑,Magisches Echsen-Großschwert,Espadón de lagarto mágico,Зачарованный двуручник ящера,마력의 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﺳﺣﺭي
3520900,Cold Lizard Greatsword,冷たい大トカゲ大剣,寒冷大蜥蜴大剑,Eisiges Echsen-Großschwert,Espadón de lagarto frío,Морозный двуручник ящера,차가운 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﺑﺎرد
3521000,Poison Lizard Greatsword,毒の大トカゲ大剣,毒大蜥蜴大剑,Giftiges Echsen-Großschwert,Espadón de lagarto venenoso,Отравленный двуручник ящера,독의 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﺳﺎم
3521100,Blood Lizard Greatsword,血の大トカゲ大剣,血大蜥蜴大剑,Blutiges Echsen-Großschwert,Espadón de lagarto de sangre,Кровавый двуручник ящера,피의 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﺩﻣﻭي
3521200,Occult Lizard Greatsword,神秘の大トカゲ大剣,神秘大蜥蜴大剑,Okkultes Echsen-Großschwert,Espadón de lagarto oculto,Оккультный двуручник ящера,신비의 큰 도마뱀 대검,ﺳﻳﻑ اﻟﺳﺣﻠﻳﺔ اﻟﻌﻅﻳﻡ اﻟﻐﺎﻣﺽ
3550000,Greatsword of Solitude,孤牢の大剣,孤牢大剑,Großschwert der Einsamkeit,Espadón de la soledad,Двуручник одиночества,고립 감옥의 대검,ﺳﻳﻑ ﻓﺭﺳﺎن ﺳﺟﻥ اﻟﻌﺯﻟﺔ اﻟﻌﻅﻳﻡ
4500000,Ancient Meteoric Ore Greatsword,古隕鉄の大剣,古铁陨石大剑,Uraltes Meteoritenerz-Großschwert,Espadón de mena meteórica antigua,Древний двуручник из метеоритной руды,옛 운철 대검,ﺳﻳﻑ اﻟﺧﺎم اﻟﻧﻳﺯﻛﻲ اﻟﻌﻅﻳﻡ اﻟﻌﺗﻳﻖ
4520000,Fire Knight's Greatsword,火の騎士の大剣,火焰骑士大剑,Großschwert der Feuerritter,Espadón de caballero ígneo,Двуручник Огненного рыцаря,불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﻧﺎري
4520100,Fire Knight's Heavy Greatsword,重厚な火の騎士大剣,厚重火焰骑士大剑,Schweres Großschwert der Feuerritter,Espadón de caballero ígneo pesado,Тяжёлый двуручник Огненного рыцаря,중후한 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﺛﻘﻳﻝ
4520200,Fire Knight's Keen Greatsword,鋭利な火の騎士大剣,锋利火焰骑士大剑,Solides Großschwert der Feuerritter,Espadón de caballero ígneo afilado,Острый двуручник Огненного рыцаря,예리한 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﺑﺎﺗﺭ
4520300,Fire Knight's Quality Greatsword,上質な火の騎士大剣,优质火焰骑士大剑,Wertiges Großschwert der Feuerritter,Espadón de caballero ígneo de calidad,Качественный двуручник Огненного рыцаря,상질의 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﻣﻣﻳﺯ
4520400,Fire Knight's Fire Greatsword,炎の火の騎士大剣,火焰火焰骑士大剑,Feuriges Großschwert der Feuerritter,Espadón de caballero ígneo de fuego,Огненный двуручник Огненного рыцаря,화염의 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﻧﺎري
4520500,Fire Knight's Flame Art Greatsword,炎術の火の騎士大剣,焰术火焰骑士大剑,Flammendes Großschwert der Feuerritter,Espadón de caballero ígneo de arte de llama,Пылающий двуручник Огненного рыцаря,화염술의 불의 기사 대검,ﺳﻳﻑ أﺳﻠﻭب ﻟﻬﺏ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ
4520600,Fire Knight's Lightning Greatsword,雷の火の騎士大剣,雷电火焰骑士大剑,Blitzendes Großschwert der Feuerritter,Espadón de caballero ígneo de rayo,Громовой двуручник Огненного рыцаря,벼락의 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﺑﺭﻗﻲ
4520700,Fire Knight's Sacred Greatsword,神聖な火の騎士大剣,神圣火焰骑士大剑,Heiliges Großschwert der Feuerritter,Espadón de caballero ígneo sagrado,Священный двуручник Огненного рыцаря,신성한 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﻣﻘﺩس
4520800,Fire Knight's Magic Greatsword,魔力の火の騎士大剣,魔力火焰骑士大剑,Magisches Großschwert der Feuerritter,Espadón de caballero ígneo mágico,Зачарованный двуручник Огненного рыцаря,마력의 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﺳﺣﺭي
4520900,Fire Knight's Cold Greatsword,冷たい火の騎士大剣,寒冷火焰骑士大剑,Eisiges Großschwert der Feuerritter,Espadón de caballero ígneo frío,Морозный двуручник Огненного рыцаря,차가운 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﺑﺎرد
4521000,Fire Knight's Poison Greatsword,毒の火の騎士大剣,毒火焰骑士大剑,Giftiges Großschwert der Feuerritter,Espadón de caballero ígneo venenoso,Отравленный двуручник Огненного рыцаря,독의 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﺳﺎم
4521100,Fire Knight's Blood Greatsword,血の火の騎士大剣,血火焰骑士大剑,Blutiges Großschwert der Feuerritter,Espadón de caballero ígneo de sangre,Кровавый двуручник Огненного рыцаря,피의 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﺩﻣﻭي
4521200,Fire Knight's Occult Greatsword,神秘の火の騎士大剣,神秘火焰骑士大剑,Okkultes Großschwert der Feuerritter,Espadón de caballero ígneo oculto,Оккультный двуручник Огненного рыцаря,신비의 불의 기사 대검,ﺳﻳﻑ ﻓﺎرس اﻟﻧﺎر اﻟﻌﻅﻳﻡ اﻟﻐﺎﻣﺽ
4530000,Greatsword of Radahn (Lord),ラダーンの大剣（王）,拉塔恩的大剑（王）,Großschwert von Radahn (Fürst),Espadón de Radahn (Señor),Двуручник Радана (повелитель),라단의 대검(왕),ﺳﻳﻑ رادان اﻟﻌﻅﻳﻡ (اﻟﻠﻭرد)
4540000,Moonrithyll's Knight Sword,ムーンリデルの騎士剣,穆利缇尔的骑士剑,Moonrithylls Ritterschwert,Espada de caballera Lunarithyll,Меч рыцаря Мунритиль,문리델의 기사검,ﺳﻳﻑ اﻟﻔﺎرﺳﺔ ﻣﻭﻧﺭﻳﺛﻳﻝ
4550000,Greatsword of Radahn (Light),ラダーンの大剣（光）,拉塔恩的大剑（光）,Großschwert von Radahn (Licht),Espadón de Radahn (Luz),Двуручник Радана (лёгкий),라단의 대검(빛),ﺳﻳﻑ رادان اﻟﻌﻅﻳﻡ (اﻟﻧﻭر)
6500000,Queelign's Greatsword,クウィラインの大剣,昆兰的大剑,Queeligns Großschwert,Espadón de Queelign,Двуручник Квилайна,퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ
6500100,Queelign's Heavy Greatsword,重厚なクウィライン大剣,厚重昆兰的大剑,Queeligns schweres Großschwert,Espadón de Queelign pesado,Тяжёлый двуручник Квилайна,중후한 퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ اﻟﺛﻘﻳﻝ
6500200,Queelign's Keen Greatsword,鋭利なクウィライン大剣,锋利昆兰的大剑,Queeligns solides Großschwert,Espadón de Queelign afilado,Острый двуручник Квилайна,예리한 퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ اﻟﺑﺎﺗﺭ
6500300,Queelign's Quality Greatsword,上質なクウィライン大剣,优质昆兰的大剑,Queeligns wertiges Großschwert,Espadón de Queelign de calidad,Качественный двуручник Квилайна,상질의 퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ اﻟﻣﻣﻳﺯ
6500400,Queelign's Fire Greatsword,炎のクウィライン大剣,火焰昆兰的大剑,Queeligns feuriges Großschwert,Espadón de Queelign de fuego,Огненный двуручник Квилайна,화염의 퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ اﻟﻧﺎري
6500500,Queelign's Flame Art Greatsword,炎術のクウィライン大剣,焰术昆兰的大剑,Queeligns flammendes Großschwert,Espadón de Queelign de arte de llama,Пылающий двуручник Квилайна,화염술의 퀼라인의 대검,ﺳﻳﻑ أﺳﻠﻭب ﻟﻬﺏ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ
6500600,Queelign's Lightning Greatsword,雷のクウィライン大剣,雷电昆兰的大剑,Queeligns blitzendes Großschwert,Espadón de Queelign de rayo,Громовой двуручник Квилайна,벼락의 퀼라인의 대검,ﺳﻳﻑ اﻟﺑﺭق اﻟﻌﻅﻳﻡ ﻟﻛﻭﻳﻠﻳﻥ
6500700,Queelign's Sacred Greatsword,神聖なクウィライン大剣,神圣昆兰的大剑,Queeligns heiliges Großschwert,Espadón de Queelign sagrado,Священный двуручник Квилайна,신성한 퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ اﻟﻣﻘﺩس
6500800,Queelign's Magic Greatsword,魔力のクウィライン大剣,魔力昆兰的大剑,Queeligns magisches Großschwert,Espadón de Queelign mágico,Зачарованный двуручник Квилайна,마력의 퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ اﻟﺳﺣﺭي
6500900,Queelign's Cold Greatsword,冷たいクウィライン大剣,寒冷昆兰的大剑,Queeligns eisiges Großschwert,Espadón de Queelign frío,Морозный двуручник Квилайна,차가운 퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ اﻟﺑﺎرد
6501000,Queelign's Poison Greatsword,毒のクウィライン大剣,毒昆兰的大剑,Queeligns giftiges Großschwert,Espadón de Queelign venenoso,Отравленный двуручник Квилайна,독의 퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ اﻟﺳﺎم
6501100,Queelign's Blood Greatsword,血のクウィライン大剣,血昆兰的大剑,Queeligns blutiges Großschwert,Espadón de Queelign de sangre,Кровавый двуручник Квилайна,피의 퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ اﻟﺩﻣﻭي
6501200,Queelign's Occult Greatsword,神秘のクウィライン大剣,神秘昆兰的大剑,Queeligns okkultes Großschwert,Espadón de Queelign oculto,Оккультный двуручник Квилайна,신비의 퀼라인의 대검,ﺳﻳﻑ ﻛﻭﻳﻠﻳﻥ اﻟﻌﻅﻳﻡ اﻟﻐﺎﻣﺽ
7500000,Spirit Sword,霊の剣,灵魂剑,Schwert des Geistes,Espada espiritual,Меч духа,영의 검,ﺳﻳﻑ اﻷرواح
7510000,Falx,ファルクス,镰型刀,Falx,Falx,Фалькс,팔스,اﻟﻣﻧﺟﻝ
7520000,Dancing Blade of Ranah,ラーナの舞踏剣,拉纳舞蹈剑,Tanzende Klinge Ranahs,Hoja danzante de Ranah,Танцующий меч Ранаха,라나의 무도검,ﻧﺻﻝ راﻧﺎه اﻟﺭاﻗﺹ
7530000,Horned Warrior's Sword,角の戦士の曲剣,角战士曲剑,Schwert des Hornkriegers,Espada de guerrero con cuernos,Меч рогатого воина,뿔 전사의 곡검,ﺳﻳﻑ ﻟﻠﻣﺣﺎرب ذي اﻟﻘﺭن
